word,idf,doc_num,index,保险,银行债券,基金,外汇,期货,科技,股票,黄金,total_freq
十公里,12.935717559359944,2,39515,0,0,0,0,0,0,4,0,4
千股,10.476285940722645,11,39516,0,0,2,0,2,0,8,1,13
难熬,11.935717559359944,4,39517,0,0,0,0,0,1,4,0,5
东晶,12.350755058638786,3,39518,0,0,21,0,0,0,4,0,25
德豪润,12.935717559359944,2,39519,0,0,0,0,0,21,1,0,22
成蝶,12.935717559359944,2,39520,0,1,0,0,0,0,0,3,4
破茧,12.350755058638786,3,39521,0,1,1,0,0,0,0,3,5
服务大局,12.350755058638786,3,39522,1,2,0,0,0,0,0,0,3
粗放经营,11.935717559359944,4,39523,2,1,0,0,1,0,0,0,4
皖北,11.935717559359944,4,39524,2,6,0,0,0,0,2,0,10
之作,10.935717559359944,8,39525,0,1,2,0,0,4,2,0,9
话语,11.935717559359944,4,39526,1,2,0,0,1,0,0,0,4
抵补,11.350755058638786,6,39527,0,6,0,1,0,0,0,0,7
紧扣,10.476285940722645,11,39528,0,4,1,0,1,0,6,0,12
东方明珠,11.12836263730234,7,39529,0,0,0,0,0,0,7,0,7
千三,12.350755058638786,3,39530,0,0,0,1,0,0,0,3,4
跌于,13.935717559359944,1,39531,0,0,0,1,0,0,0,0,1
网对,11.935717559359944,4,39532,0,0,1,2,0,1,0,0,4
仅作,11.61378946447258,5,39533,0,0,0,2,3,0,0,0,5
一言以蔽之,11.935717559359944,4,39534,0,0,1,2,0,0,1,0,4
钱袋子,12.350755058638786,3,39535,0,1,2,0,0,0,0,0,3
思立微,12.350755058638786,3,39536,0,0,0,0,0,21,1,0,22
汇顶,11.12836263730234,7,39537,0,0,1,0,1,56,40,0,98
深圳市中级人民法院,11.350755058638786,6,39538,0,0,0,0,0,6,4,0,10
思立,12.350755058638786,3,39539,0,0,0,0,0,13,1,0,14
屏下,11.12836263730234,7,39540,0,0,0,0,0,35,28,0,63
指纹识别,10.935717559359944,8,39541,0,0,0,0,0,32,1,0,33
富卫,12.350755058638786,3,39542,3,0,0,0,0,0,3,0,6
李泽楷,12.350755058638786,3,39543,1,0,0,0,0,0,10,0,11
划时代,11.935717559359944,4,39544,0,0,1,0,0,2,2,0,5
亚债,12.350755058638786,3,39545,0,0,4,0,0,0,0,0,4
平均寿命,11.935717559359944,4,39546,2,1,1,0,0,0,1,0,5
LINK,12.935717559359944,2,39547,0,0,0,0,0,0,2,0,2
鳄鱼恤,12.935717559359944,2,39548,0,0,0,0,0,0,4,0,4
林建名,12.935717559359944,2,39549,0,0,0,0,0,0,6,0,6
Snow,10.935717559359944,8,39550,0,0,0,0,0,0,8,0,8
测试环境,12.350755058638786,3,39551,1,0,0,0,1,0,1,0,3
张力,11.12836263730234,7,39552,2,0,0,0,1,7,1,0,11
要花,11.350755058638786,6,39553,1,0,0,0,0,3,1,1,6
某条,13.935717559359944,1,39554,1,0,0,0,0,0,0,0,1
Sentix,10.76579255791763,9,39555,0,0,0,5,0,0,0,4,9
MarketAnhropology,13.935717559359944,1,39556,0,0,0,0,0,0,3,0,3
国际前列,12.350755058638786,3,39557,0,0,0,0,3,0,0,0,3
服务指南,11.350755058638786,6,39558,0,2,0,0,4,0,2,0,8
共售,13.935717559359944,1,39559,0,0,0,0,0,0,4,0,4
第一支,11.935717559359944,4,39560,0,1,2,0,0,0,2,0,5
总成,12.935717559359944,2,39561,0,0,0,0,0,0,2,0,2
圆弧,12.935717559359944,2,39562,0,0,0,0,0,0,4,0,4
长且,12.935717559359944,2,39563,0,1,0,0,0,0,1,0,2
帝豪,12.935717559359944,2,39564,0,0,0,0,0,0,9,0,9
股破,13.935717559359944,1,39565,0,0,0,0,0,0,18,0,18
领克,12.350755058638786,3,39566,0,0,0,0,0,0,8,0,8
美三大,11.935717559359944,4,39567,2,0,0,0,2,0,1,1,6
发率,12.935717559359944,2,39568,0,0,1,0,0,0,19,0,20
博越,12.350755058638786,3,39569,0,0,0,0,0,0,5,0,5
美团网,11.61378946447258,5,39570,0,0,0,0,0,6,2,0,8
GS,12.350755058638786,3,39571,0,0,0,0,0,0,5,1,6
博瑞,12.350755058638786,3,39572,0,0,0,0,0,0,7,0,7
停留时间,11.61378946447258,5,39573,1,0,0,0,0,2,2,0,5
二类,11.350755058638786,6,39574,10,0,0,0,1,0,3,0,14
中居,12.935717559359944,2,39575,0,0,1,0,0,0,3,0,4
GL,12.350755058638786,3,39576,0,0,0,0,0,0,6,0,6
钢网,12.350755058638786,3,39577,0,0,0,0,0,1,2,0,3
Intelligence,10.76579255791763,9,39578,0,0,0,0,1,0,2,7,10
Nauman,13.935717559359944,1,39579,0,0,0,0,0,0,1,0,1
已抹平,12.935717559359944,2,39580,0,0,0,2,0,0,1,0,3
项双,13.935717559359944,1,39581,0,0,0,0,0,0,1,0,1
包芳鸣,11.61378946447258,5,39582,0,1,0,0,1,0,3,0,5
Brenner,13.935717559359944,1,39583,0,0,0,0,0,0,1,0,1
强弩之末,11.350755058638786,6,39584,0,0,1,0,1,0,3,1,6
Informa,11.350755058638786,6,39585,0,0,0,1,0,0,5,0,6
何处寻,13.935717559359944,1,39586,0,0,0,0,0,0,1,0,1
高后,12.350755058638786,3,39587,0,0,0,0,2,0,1,0,3
Sentimentrader,13.935717559359944,1,39588,0,0,0,0,0,0,0,1,1
端则,12.350755058638786,3,39589,1,0,0,0,2,0,0,0,3
钢价受,11.935717559359944,4,39590,0,0,0,0,4,0,0,0,4
需由,11.61378946447258,5,39591,0,0,0,1,1,2,1,0,5
因于,12.935717559359944,2,39592,0,0,0,0,2,0,0,0,2
书记员,13.935717559359944,1,39593,0,0,0,0,0,0,3,0,3
审判长,13.935717559359944,1,39594,0,0,0,0,0,0,4,0,4
称道,11.61378946447258,5,39595,0,0,1,0,0,1,3,0,5
包凡,10.935717559359944,8,39596,0,0,0,0,0,0,14,0,14
NIRAKU,12.350755058638786,3,39597,0,0,0,0,0,0,3,0,3
小泉,13.935717559359944,1,39598,0,0,0,0,0,0,1,0,1
帖,11.61378946447258,5,39599,1,0,2,0,0,0,4,0,7
假消息,11.61378946447258,5,39600,0,0,0,3,0,1,3,0,7
传播媒介,12.350755058638786,3,39601,0,0,0,0,0,0,3,0,3
第七十八条,11.935717559359944,4,39602,0,0,1,0,0,0,3,0,4
二百零六,12.350755058638786,3,39603,0,0,0,0,0,0,4,0,4
歧视性,11.935717559359944,4,39604,1,0,0,2,0,2,0,0,5
疏远,11.935717559359944,4,39605,3,1,0,2,0,0,0,0,6
所能,10.935717559359944,8,39606,3,0,0,1,0,0,3,1,8
感同身受,11.350755058638786,6,39607,1,1,0,0,1,3,0,0,6
十分必要,11.12836263730234,7,39608,3,0,1,0,0,0,3,0,7
勾选,11.61378946447258,5,39609,5,0,0,0,0,18,0,0,23
行政责任,11.350755058638786,6,39610,4,0,0,0,0,0,2,0,6
中小学生,12.350755058638786,3,39611,3,0,0,0,0,0,2,0,5
合时,13.935717559359944,1,39612,1,0,0,0,0,0,0,0,1
反退,13.935717559359944,1,39613,1,0,0,0,0,0,0,0,1
病退,13.935717559359944,1,39614,1,0,0,0,0,0,0,0,1
团游,12.935717559359944,2,39615,1,0,0,0,0,4,0,0,5
时勾选,13.935717559359944,1,39616,1,0,0,0,0,0,0,0,1
互联网络,11.61378946447258,5,39617,1,0,0,0,0,2,2,0,5
多种类型,11.61378946447258,5,39618,1,1,3,0,0,0,0,0,5
几十元,10.935717559359944,8,39619,2,0,0,0,1,4,1,0,8
变卦,11.350755058638786,6,39620,2,0,0,1,0,0,4,1,8
因故取消,12.935717559359944,2,39621,3,0,0,0,0,0,0,0,3
内看,13.935717559359944,1,39622,1,0,0,0,0,0,0,0,1
骨折,12.350755058638786,3,39623,4,0,0,0,0,0,0,0,4
一百三十,11.935717559359944,4,39624,5,0,0,0,0,0,1,0,6
欠周,13.935717559359944,1,39625,1,0,0,0,0,0,0,0,1
旅行网,10.476285940722645,11,39626,1,0,0,0,0,8,4,0,13
上班族,11.61378946447258,5,39627,2,0,0,0,1,2,0,0,5
退定,13.935717559359944,1,39628,1,0,0,0,0,0,0,0,1
急性病,13.935717559359944,1,39629,1,0,0,0,0,0,0,0,1
有奖,11.350755058638786,6,39630,1,1,0,0,3,1,0,0,6
主客观,12.935717559359944,2,39631,1,1,0,0,0,0,0,0,2
条条框框,13.935717559359944,1,39632,1,0,0,0,0,0,0,0,1
险时,13.935717559359944,1,39633,1,0,0,0,0,0,0,0,1
班机,13.935717559359944,1,39634,1,0,0,0,0,0,0,0,1
毛里求斯,13.935717559359944,1,39635,1,0,0,0,0,0,0,0,1
后顾之忧,10.028826963751424,15,39636,6,6,0,2,1,0,1,0,16
征文,13.935717559359944,1,39637,1,0,0,0,0,0,0,0,1
后悔药,13.935717559359944,1,39638,1,0,0,0,0,0,0,0,1
暴乱,13.935717559359944,1,39639,1,0,0,0,0,0,0,0,1
妊娠,13.935717559359944,1,39640,1,0,0,0,0,0,0,0,1
房费,11.935717559359944,4,39641,1,0,0,0,0,5,1,0,7
网购族,13.935717559359944,1,39642,1,0,0,0,0,0,0,0,1
暴击,10.935717559359944,8,39643,0,0,0,3,0,0,2,3,8
Goldberg,11.935717559359944,4,39644,0,1,0,2,0,0,0,1,4
ICAP,12.350755058638786,3,39645,0,0,0,1,0,0,0,2,3
大感,11.935717559359944,4,39646,0,0,0,3,0,0,1,0,4
语调,11.61378946447258,5,39647,0,0,0,2,0,1,0,2,5
Gennadiy,12.350755058638786,3,39648,0,1,0,1,0,0,0,1,3
一番话,12.935717559359944,2,39649,0,0,1,2,0,0,0,0,3
抖三抖,12.350755058638786,3,39650,1,0,0,2,0,0,0,0,3
领科,13.935717559359944,1,39651,0,0,0,0,0,0,1,0,1
Heritage,10.76579255791763,9,39652,0,0,0,0,0,0,0,9,9
疲惫不堪,12.350755058638786,3,39653,0,0,1,0,0,0,0,2,3
莫里森,9.935717559359944,16,39654,0,0,0,18,0,0,0,17,35
West,10.350755058638786,12,39655,0,0,0,1,1,1,0,9,12
Preston,10.61378946447258,10,39656,0,0,0,0,0,0,0,10,10
复大,13.935717559359944,1,39657,0,0,0,0,0,8,0,0,8
病情,11.61378946447258,5,39658,2,0,0,0,0,5,1,0,8
叫法,12.350755058638786,3,39659,0,0,0,0,1,2,0,0,3
邝肖卿,12.935717559359944,2,39660,0,0,0,0,0,0,4,0,4
股跌,10.935717559359944,8,39661,0,0,1,1,0,0,6,1,9
特对,12.350755058638786,3,39662,0,0,0,0,0,0,3,0,3
捷昌,12.350755058638786,3,39663,0,0,0,0,0,0,4,0,4
雅运,11.935717559359944,4,39664,0,0,0,0,0,0,5,0,5
更坏,11.935717559359944,4,39665,0,0,0,1,0,0,2,1,4
滞后性,11.12836263730234,7,39666,2,0,0,1,3,0,1,0,7
膳食,12.350755058638786,3,39667,0,0,0,0,1,0,2,0,3
闻到,12.350755058638786,3,39668,0,0,0,0,1,1,1,0,3
琐事,12.350755058638786,3,39669,0,0,0,0,0,0,2,1,3
一顿,12.350755058638786,3,39670,0,0,0,0,1,0,2,0,3
勾起,12.350755058638786,3,39671,1,0,1,0,0,0,1,0,3
新鲜度,12.350755058638786,3,39672,0,0,0,0,0,1,3,0,4
浓郁,11.350755058638786,6,39673,2,0,1,0,1,0,1,1,6
品尝,11.61378946447258,5,39674,0,0,0,0,0,1,4,0,5
多元性,12.935717559359944,2,39675,0,0,2,0,0,0,1,0,3
料理,12.935717559359944,2,39676,0,0,0,0,0,3,1,0,4
店内,11.350755058638786,6,39677,0,0,0,0,0,7,9,0,16
凉意,11.935717559359944,4,39678,0,1,0,0,1,0,2,0,4
尝,12.935717559359944,2,39679,0,0,0,0,0,0,2,0,2
新规里,13.935717559359944,1,39680,0,0,1,0,0,0,0,0,1
再设,13.935717559359944,1,39681,0,0,1,0,0,0,0,0,1
迈阿密,11.61378946447258,5,39682,1,0,0,0,0,1,3,0,5
Hotel,12.350755058638786,3,39683,1,0,0,0,0,0,2,0,3
Essex,12.935717559359944,2,39684,1,0,0,0,0,0,1,0,2
Hotels,12.350755058638786,3,39685,2,0,0,0,0,0,4,0,6
Resorts,12.935717559359944,2,39686,2,0,0,0,0,0,2,0,4
病害,11.935717559359944,4,39687,0,0,0,0,5,0,0,0,5
经营方式,10.76579255791763,9,39688,2,2,0,0,2,1,2,0,9
秦安县,13.935717559359944,1,39689,0,0,0,0,9,0,0,0,9
顾问团,11.935717559359944,4,39690,0,0,0,0,4,0,0,0,4
光照,10.235277841218851,13,39691,0,0,0,0,12,2,1,0,15
余位,11.12836263730234,7,39692,2,0,1,0,1,1,2,0,7
温差,12.350755058638786,3,39693,1,0,0,0,2,0,0,0,3
仁智,12.935717559359944,2,39694,0,0,0,0,0,0,4,0,4
蛾子,11.350755058638786,6,39695,0,0,0,1,0,1,0,7,9
幺,11.350755058638786,6,39696,0,0,0,1,0,1,0,7,9
颐泽,11.935717559359944,4,39697,0,0,5,0,0,0,1,0,6
详谈,13.935717559359944,1,39698,0,0,1,0,0,0,0,0,1
两样,12.350755058638786,3,39699,0,0,1,0,0,2,0,0,3
徕,12.935717559359944,2,39700,0,0,0,0,0,9,0,0,9
针纺织品,13.935717559359944,1,39701,0,0,0,0,0,0,1,0,1
烟花爆竹,13.935717559359944,1,39702,0,0,0,0,0,0,1,0,1
化工原料,11.935717559359944,4,39703,0,0,0,0,0,0,6,0,6
汽车配件,13.935717559359944,1,39704,0,0,0,0,0,0,1,0,1
江信瑞福,12.935717559359944,2,39705,0,0,4,0,0,0,0,0,4
同福,12.935717559359944,2,39706,0,0,3,0,0,0,0,0,3
严赟华,13.935717559359944,1,39707,3,0,0,0,0,0,0,0,3
正确看待,12.350755058638786,3,39708,1,0,0,0,2,0,1,0,4
寻锚,13.935717559359944,1,39709,3,0,0,0,0,0,0,0,3
耐受,12.935717559359944,2,39710,1,0,0,0,0,0,1,0,2
于泳,11.935717559359944,4,39711,10,0,0,0,0,0,1,0,11
灵便,12.350755058638786,3,39712,0,0,0,0,0,0,7,0,7
石狮,13.935717559359944,1,39713,0,0,0,0,0,0,1,0,1
上佳,11.935717559359944,4,39714,0,0,3,0,0,2,0,0,5
Naeimi,11.935717559359944,4,39715,0,0,0,2,0,0,2,0,4
AMP,11.935717559359944,4,39716,0,0,0,2,0,0,2,0,4
融洽,11.61378946447258,5,39717,1,0,0,2,0,1,1,0,5
振荡整理,12.350755058638786,3,39718,0,0,0,2,0,0,0,1,3
会受,10.476285940722645,11,39719,0,2,1,1,3,1,2,1,11
富有成效,12.350755058638786,3,39720,0,0,0,2,0,0,0,1,3
Nader,11.935717559359944,4,39721,0,0,0,2,0,0,2,0,4
戴厚良,13.935717559359944,1,39722,0,0,0,0,2,0,0,0,2
干流,13.935717559359944,1,39723,0,0,0,0,2,0,0,0,2
河湖,13.935717559359944,1,39724,0,0,0,0,1,0,0,0,1
液体化工,13.935717559359944,1,39725,0,0,0,0,1,0,0,0,1
危化品,13.935717559359944,1,39726,0,0,0,0,1,0,0,0,1
华江,13.935717559359944,1,39727,0,0,0,0,1,0,0,0,1
环境容量,12.935717559359944,2,39728,0,0,0,0,4,0,0,0,4
调优调,13.935717559359944,1,39729,0,0,0,0,1,0,0,0,1
调轻,13.935717559359944,1,39730,0,0,0,0,1,0,0,0,1
全面完成,10.935717559359944,8,39731,1,0,0,0,2,0,5,0,8
调绿,13.935717559359944,1,39732,0,0,0,0,1,0,0,0,1
江苏省委,13.935717559359944,1,39733,0,0,0,0,1,0,0,0,1
下折潮,12.935717559359944,2,39734,0,0,5,0,0,0,0,0,5
会越,11.935717559359944,4,39735,0,0,1,0,1,1,1,0,4
桎梏,12.350755058638786,3,39736,1,0,1,0,0,1,0,0,3
拉萨,10.76579255791763,9,39737,3,0,1,0,0,1,9,0,14
元喜,13.935717559359944,1,39738,5,0,0,0,0,0,0,0,5
北京华,12.935717559359944,2,39739,1,0,0,0,0,0,1,0,2
脱手,11.61378946447258,5,39740,3,0,2,0,0,0,1,0,6
祥兴,13.935717559359944,1,39741,2,0,0,0,0,0,0,0,2
国金鼎兴,13.935717559359944,1,39742,1,0,0,0,0,0,0,0,1
广厦,13.935717559359944,1,39743,1,0,0,0,0,0,0,0,1
Lucid,12.350755058638786,3,39744,0,0,0,0,0,1,29,0,30
三连板,12.935717559359944,2,39745,0,0,0,0,0,0,2,0,2
世荣兆业,12.935717559359944,2,39746,0,0,1,0,0,0,1,0,2
Li,11.350755058638786,6,39747,0,0,29,0,0,4,2,2,37
汽车座椅,11.12836263730234,7,39748,0,0,0,1,0,3,0,4,8
鲁莽,11.935717559359944,4,39749,0,0,0,6,0,0,1,0,7
促其,11.61378946447258,5,39750,0,0,0,1,0,0,0,4,5
头盔,11.61378946447258,5,39751,0,0,0,2,0,3,0,4,9
Oxford,12.935717559359944,2,39752,0,0,0,1,0,0,0,1,2
四度,11.61378946447258,5,39753,1,0,0,2,0,0,1,3,7
难解,11.935717559359944,4,39754,0,0,0,0,1,0,2,1,4
Barnabas,11.61378946447258,5,39755,0,0,0,1,0,0,0,5,6
SMBC,12.935717559359944,2,39756,0,0,0,1,0,0,0,1,2
更多非,12.350755058638786,3,39757,0,1,0,0,0,0,1,1,3
Gan,11.61378946447258,5,39758,0,0,0,1,0,0,0,5,6
甘冒,11.61378946447258,5,39759,0,0,0,1,1,0,0,3,5
以恒,12.935717559359944,2,39760,0,1,1,0,0,0,0,0,2
冬粮,13.935717559359944,1,39761,0,1,0,0,0,0,0,0,1
笔债,13.935717559359944,1,39762,0,1,0,0,0,0,0,0,1
定息,11.935717559359944,4,39763,0,1,0,0,0,0,2,1,4
融担,13.935717559359944,1,39764,0,0,20,0,0,0,0,0,20
也持,10.350755058638786,12,39765,1,0,3,1,1,1,0,5,12
贵为,13.935717559359944,1,39766,0,0,1,0,0,0,0,0,1
为限,11.61378946447258,5,39767,2,0,1,0,0,0,3,0,6
都还没,12.350755058638786,3,39768,0,1,1,0,0,1,0,0,3
金观诚,13.935717559359944,1,39769,0,0,20,0,0,0,0,0,20
鑫瑞纯债,12.935717559359944,2,39770,0,0,3,0,0,0,0,0,3
混同,11.935717559359944,4,39771,2,0,1,0,0,0,1,0,4
人福,11.350755058638786,6,39772,0,1,0,0,0,0,12,0,13
学海,12.350755058638786,3,39773,0,0,0,0,0,0,3,0,3
买股,11.61378946447258,5,39774,0,1,1,0,2,0,2,0,6
双底,10.476285940722645,11,39775,0,0,0,1,0,0,0,17,18
红柱,10.350755058638786,12,39776,0,0,0,1,1,0,0,10,12
打到,10.476285940722645,11,39777,2,0,0,1,2,1,1,4,11
无聊,11.935717559359944,4,39778,0,0,0,0,0,1,0,3,4
跌漏,10.76579255791763,9,39779,0,0,0,2,0,0,0,9,11
黏合,11.61378946447258,5,39780,0,0,0,0,0,0,0,7,7
yr,12.935717559359944,2,39781,0,0,0,0,0,0,0,2,2
反叛,11.350755058638786,6,39782,0,0,0,3,0,0,0,3,6
叉,12.935717559359944,2,39783,0,0,0,0,0,0,0,2,2
铸成,12.935717559359944,2,39784,0,0,0,0,0,0,1,1,2
裂解,12.935717559359944,2,39785,0,0,0,0,0,0,1,10,11
霍尔木兹海峡,11.12836263730234,7,39786,0,0,1,0,2,0,0,4,7
Hecht,10.935717559359944,8,39787,0,0,0,0,0,0,7,12,19
也门,12.350755058638786,3,39788,0,0,0,0,1,0,0,2,3
值钱,11.61378946447258,5,39789,2,0,0,0,0,2,3,0,7
值点,12.935717559359944,2,39790,0,0,0,0,0,14,0,0,14
货到付款,12.935717559359944,2,39791,0,0,0,0,0,3,0,0,3
收效,10.76579255791763,9,39792,1,0,0,1,1,2,5,0,10
菜单,11.350755058638786,6,39793,1,1,0,1,0,1,2,0,6
心仪,11.935717559359944,4,39794,1,0,0,0,0,2,1,0,4
四月份,11.12836263730234,7,39795,1,0,0,1,2,2,0,1,7
导购,11.935717559359944,4,39796,0,0,0,0,0,10,1,0,11
鲁班,13.935717559359944,1,39797,0,0,0,0,0,2,0,0,2
传播方式,11.350755058638786,6,39798,1,0,0,0,0,3,2,0,6
盈湾,12.935717559359944,2,39799,0,0,4,0,0,0,0,0,4
起式,11.61378946447258,5,39800,0,2,4,0,0,0,0,0,6
降负,11.350755058638786,6,39801,1,0,0,0,7,0,2,0,10
断,10.61378946447258,10,39802,2,2,0,0,3,4,0,1,12
盘终,11.935717559359944,4,39803,0,0,0,0,8,0,1,0,9
烯烃,11.12836263730234,7,39804,0,0,0,0,21,0,1,0,22
boliden,12.935717559359944,2,39805,0,0,0,0,0,0,3,0,3
万澳元,11.61378946447258,5,39806,0,0,0,1,0,0,10,0,11
ä,12.935717559359944,2,39807,0,0,0,0,0,0,3,0,3
金一,10.76579255791763,9,39808,0,0,2,0,0,0,21,0,23
置出,11.935717559359944,4,39809,1,0,0,0,0,0,4,0,5
人何,11.935717559359944,4,39810,0,0,0,0,0,0,5,0,5
慈航,11.935717559359944,4,39811,0,0,0,0,0,0,32,0,32
紧张状态,11.12836263730234,7,39812,0,0,0,2,2,0,3,0,7
否决权,10.76579255791763,9,39813,1,0,0,3,0,4,3,0,11
强项,10.76579255791763,9,39814,2,2,1,0,0,1,4,0,10
九五,12.935717559359944,2,39815,0,0,0,0,0,0,9,0,9
魏京婷,13.935717559359944,1,39816,0,0,0,0,0,0,1,0,1
小而,11.61378946447258,5,39817,0,1,1,1,0,1,1,0,5
占立华,13.935717559359944,1,39818,0,0,0,0,0,0,1,0,1
gr,13.935717559359944,1,39819,0,0,0,0,0,0,1,0,1
平白,13.935717559359944,1,39820,0,0,0,0,0,0,1,0,1
超温氏,13.935717559359944,1,39821,0,0,0,0,0,0,1,0,1
样样,13.935717559359944,1,39822,0,0,0,0,0,0,1,0,1
沧石,13.935717559359944,1,39823,0,0,0,0,0,0,3,0,3
及沧石,13.935717559359944,1,39824,0,0,0,0,0,0,1,0,1
商品猪,11.935717559359944,4,39825,0,0,0,0,3,0,7,0,10
超立华,13.935717559359944,1,39826,0,0,0,0,0,0,1,0,1
陈峻,13.935717559359944,1,39827,0,0,0,4,0,0,0,0,4
后大,12.350755058638786,3,39828,0,1,1,1,0,0,0,0,3
有理有据,12.350755058638786,3,39829,0,0,0,1,0,1,1,0,3
低多,12.935717559359944,2,39830,0,0,0,2,0,0,0,1,3
用友,10.028826963751424,15,39831,1,1,7,0,1,0,8,0,18
耗用,11.61378946447258,5,39832,0,4,0,0,1,0,1,0,6
电量,10.350755058638786,12,39833,0,0,1,0,24,4,23,0,52
寒酸,11.935717559359944,4,39834,0,0,3,0,0,1,0,0,4
睿益定,11.935717559359944,4,39835,0,0,4,0,0,0,0,0,4
结欠,12.350755058638786,3,39836,0,0,0,0,0,0,3,0,3
Jade,13.935717559359944,1,39837,0,0,0,0,0,0,4,0,4
内及,12.350755058638786,3,39838,0,0,0,0,0,0,4,0,4
Travel,12.935717559359944,2,39839,0,0,0,0,0,0,5,0,5
一抢而空,12.350755058638786,3,39840,0,1,0,0,0,0,2,0,3
次轮,12.935717559359944,2,39841,0,1,0,0,0,0,0,1,2
或单,12.935717559359944,2,39842,0,4,0,0,0,0,0,0,4
令新,11.935717559359944,4,39843,0,0,1,0,0,0,3,0,4
阮晓琴,12.350755058638786,3,39844,0,0,0,0,0,1,2,0,3
搭售,11.350755058638786,6,39845,4,0,0,0,1,14,0,0,19
九项,11.350755058638786,6,39846,1,0,1,0,1,4,1,0,8
中招,11.350755058638786,6,39847,0,3,1,0,1,1,1,0,7
驴,12.935717559359944,2,39848,0,0,0,0,0,5,1,0,6
私享,12.935717559359944,2,39849,0,0,0,1,0,1,0,0,2
双人,12.935717559359944,2,39850,0,2,0,0,0,1,0,0,3
龚,12.935717559359944,2,39851,8,0,0,0,0,1,0,0,9
挖坑,12.350755058638786,3,39852,0,0,0,0,2,1,1,0,4
保险费用,11.350755058638786,6,39853,4,0,0,0,0,3,0,0,7
日游,13.935717559359944,1,39854,0,0,0,0,0,3,0,0,3
屡教不改,11.61378946447258,5,39855,0,0,0,0,0,3,4,0,7
当头棒喝,11.935717559359944,4,39856,1,0,0,1,0,1,0,1,4
旅游网,12.935717559359944,2,39857,0,0,0,0,0,7,0,0,7
精进,12.935717559359944,2,39858,0,0,0,0,0,0,2,0,2
骨,11.935717559359944,4,39859,1,0,0,0,0,0,3,0,4
大包装,12.935717559359944,2,39860,0,0,0,0,0,0,2,0,2
金汤,12.935717559359944,2,39861,0,0,0,0,0,0,2,0,2
佳品,12.350755058638786,3,39862,0,0,0,1,0,0,2,0,3
味精,12.350755058638786,3,39863,0,0,0,0,0,0,3,0,3
涵养,12.350755058638786,3,39864,0,0,0,0,0,0,9,0,9
雪梨,12.935717559359944,2,39865,0,0,0,0,0,0,2,0,2
豚,12.935717559359944,2,39866,0,0,0,0,0,0,2,0,2
胡椒,12.935717559359944,2,39867,0,0,0,0,0,0,2,0,2
佐餐,12.935717559359944,2,39868,0,0,0,0,0,0,2,0,2
中华文化,12.350755058638786,3,39869,0,0,0,0,0,1,4,0,5
红烧,12.935717559359944,2,39870,0,0,0,0,0,0,2,0,2
中价面,12.935717559359944,2,39871,0,0,0,0,0,0,2,0,2
以多,12.935717559359944,2,39872,0,0,0,0,0,0,2,0,2
牛肉面,12.935717559359944,2,39873,0,0,0,0,0,0,2,0,2
清明上河图,12.350755058638786,3,39874,0,0,0,0,0,2,2,0,4
汤面,12.935717559359944,2,39875,0,0,0,0,0,0,2,0,2
烘干,11.12836263730234,7,39876,0,0,0,0,5,0,2,0,7
高汤,12.935717559359944,2,39877,0,0,0,0,0,0,2,0,2
提鲜,12.935717559359944,2,39878,0,0,0,0,0,0,2,0,2
食药,12.350755058638786,3,39879,0,0,0,0,0,1,2,0,3
贸促会,11.935717559359944,4,39880,0,0,0,0,0,0,5,0,5
诗词,12.935717559359944,2,39881,0,0,0,0,0,0,2,0,2
制高,12.935717559359944,2,39882,0,0,0,0,0,0,2,0,2
饮茶,12.935717559359944,2,39883,0,0,0,0,0,0,2,0,2
瓶身,12.935717559359944,2,39884,0,0,0,0,0,0,2,0,2
活化,12.350755058638786,3,39885,0,0,0,0,0,0,3,0,3
展演,12.350755058638786,3,39886,0,0,0,0,0,1,2,0,3
饮食文化,12.350755058638786,3,39887,0,0,0,0,0,1,2,0,3
熬制,12.935717559359944,2,39888,0,0,0,0,0,0,2,0,2
冰糖,12.350755058638786,3,39889,0,0,0,0,1,0,2,0,3
东方文化,12.350755058638786,3,39890,0,0,0,0,0,0,3,0,3
版新,12.935717559359944,2,39891,0,0,0,0,0,0,2,0,2
综效,12.935717559359944,2,39892,0,0,0,0,0,0,2,0,2
酸梅汤,12.935717559359944,2,39893,0,0,0,0,0,0,2,0,2
生产布局,12.935717559359944,2,39894,0,0,0,0,0,0,2,0,2
消费群,12.935717559359944,2,39895,0,0,0,0,0,0,2,0,2
小包装,11.935717559359944,4,39896,0,0,0,0,1,0,10,0,11
造币厂,13.935717559359944,1,39897,0,0,0,0,0,0,0,1,1
动乱,11.61378946447258,5,39898,0,0,0,3,0,0,0,2,5
而英,11.61378946447258,5,39899,0,1,0,0,0,4,0,0,5
赵颖,12.935717559359944,2,39900,0,0,0,0,0,0,4,0,4
泰山,10.61378946447258,10,39901,61,0,2,0,3,0,5,0,71
浮沉,11.935717559359944,4,39902,0,0,1,0,0,2,2,0,5
明日黄花,12.350755058638786,3,39903,0,0,2,0,1,0,0,0,3
迷失,11.12836263730234,7,39904,1,0,2,0,1,2,1,1,8
保兴,12.350755058638786,3,39905,0,0,3,0,0,0,0,0,3
CNABS,12.350755058638786,3,39906,0,3,0,0,0,0,1,0,4
挤水分,12.350755058638786,3,39907,2,1,0,0,1,0,0,0,4
王柯瑾,12.935717559359944,2,39908,0,2,0,0,0,0,0,0,2
变重,12.935717559359944,2,39909,0,1,0,0,0,2,0,0,3
